Passenger1 ID;Passenger2 ID;Number of flights together
5855;5153;4
7162;2797;4
5253;7301;4
4523;5356;4
13731;13795;4
14011;4118;4
3492;1108;4
624;3123;4
2131;2136;4
2476;7187;4
874;712;4
9714;12358;4
8350;8230;4
12559;9094;4
5352;5311;4
8275;8214;4
908;2811;4
2484;2447;4
8222;8882;4
2498;3648;4
4473;2226;4
9050;2811;4
4481;4316;4
2996;2405;4
10428;10416;4
7555;5101;4
2926;2939;4
4900;7344;4
1396;2725;4
2322;2345;4
13194;9683;4
3855;625;4
4316;6833;4
6004;4178;4
1817;6858;4
5499;4016;4
5411;8073;4
662;3545;4
1599;624;4
2563;4449;4
877;8245;4
4554;2789;4
10604;6080;4
6880;4674;4
14738;14772;4
9997;12020;4
1464;1248;4
6126;3002;4
163;3292;4
324;1045;4
9026;10530;4
1151;3194;4
6857;42;4
3453;3454;4
6776;9660;4
12310;1311;4
5446;5432;4
10753;10785;4
7124;4497;4
4553;9611;4
11694;8329;4
3651;2460;4
9640;9613;4
7801;9751;4
6745;7820;4
8194;7706;4
49;2868;4
4982;3962;4
7877;778;4
2158;2131;4
4070;10719;4
4314;5808;4
11803;5991;4
4711;5984;4
7509;7571;4
7421;7424;4
11017;5328;4
4590;3837;4
13498;7660;4
5738;2869;4
1009;13264;4
2575;1388;4
11119;11136;4
10523;8463;4
953;1464;4
6722;975;4
10475;10487;4
3875;1070;4
2465;3634;4
9581;979;4
4330;4359;4
12473;12477;4
2279;946;4
4737;5162;4
10346;3418;4
5435;8624;4
9696;9601;4
9868;9865;4
2903;2964;4
9403;10123;4
7162;9944;4
7510;7902;4
1824;3012;4
2734;3087;4
6069;959;4
8286;12020;4
2000;1906;4
10196;1562;4
8266;5530;4
3343;1043;4
4876;5043;4
1465;1491;4
7884;7869;4
5175;3748;4
2203;2271;4
2734;6069;4
683;8446;4
11103;11199;4
7162;10129;4
5544;9867;4
2802;4398;4
970;1859;4
6975;6927;4
7825;8406;4
2035;7176;4
5755;6823;4
311;1196;4
2588;10605;4
4671;4998;4
8047;6803;4
8030;10310;4
860;6409;4
10706;10703;4
5494;950;4
3065;13731;4
7671;7638;4
10125;878;4
4646;1864;4
3472;3370;4
1389;7849;4
8158;9101;4
10451;10431;4
14739;14761;4
11474;11957;4
486;1697;4
2076;3955;4
243;2004;4
10742;10786;4
170;12476;4
8791;8777;4
3191;2591;4
8149;8172;4
5016;3851;4
1646;8132;4
624;659;4
4282;4277;4
2279;3577;4
4649;2291;4
7135;9205;4
170;833;4
5702;5744;4
8089;1569;4
3527;8127;4
4249;4468;4
5566;3735;4
12826;12850;4
5260;603;4
4237;3289;4
7099;7083;4
296;8519;4
9768;9774;4
1;3484;4
9645;10710;4
1962;1967;4
10812;12080;4
11103;11157;4
11886;5047;4
529;9714;4
4329;1089;4
191;10731;4
836;8010;4
4142;7909;4
6053;6987;4
3526;3220;4
9818;9855;4
1999;3317;4
7694;4795;4
9600;10446;4
2369;2392;4
13171;249;4
10899;10871;4
6548;5471;4
1592;1598;4
1774;1760;4
1780;1714;4
2216;2237;4
2982;7909;4
1538;147;4
5428;5452;4
6585;2101;4
8046;603;4
14042;14053;4
2906;8732;4
5310;3668;4
2734;6064;4
138;8383;4
4678;4245;4
5793;5760;4
10701;10395;4
1077;7253;4
3690;3716;4
10691;1096;4
693;607;4
2982;6120;4
1454;1423;4
7395;4021;4
9441;11483;4
1356;902;4
2969;4682;4
6897;5440;4
1723;11198;4
9872;352;4
3702;1744;4
112;165;4
1998;1972;4
9703;10760;4
11313;11339;4
9654;9628;4
3223;5056;4
1957;1993;4
624;6365;4
13669;13623;4
11106;11163;4
2651;3645;4
3580;3541;4
11139;11108;4
12531;8411;4
4182;3463;4
12539;6138;4
1936;1906;4
4364;7677;4
11088;6749;4
6884;438;4
10149;7166;4
5486;5426;4
4771;7668;4
456;2685;4
6208;6205;4
6759;6768;4
3718;3730;4
1528;132;4
6896;6469;4
11143;11200;4
293;1692;4
10461;781;4
7244;4868;4
7379;8326;4
10214;4166;4
4854;7392;4
9030;9068;4
3123;3307;4
13781;13795;4
9480;2844;4
4933;1828;4
191;8724;4
1173;4492;4
5720;2717;4
7716;8956;4
293;4484;4
1845;12210;4
2685;8348;4
5359;5096;4
2295;2935;4
1020;1822;4
8257;8363;4
441;1432;4
288;3370;4
2734;4580;4
1818;5409;4
1591;3897;4
2181;2160;4
8260;10798;4
7508;10798;4
4846;2534;4
2189;2134;4
9676;4170;4
482;481;4
792;374;4
655;602;4
3820;9997;4
391;7955;4
1938;4779;4
2761;2005;4
6720;1963;4
9924;9713;4
4945;147;4
10704;2354;4
10685;1539;4
9318;9352;4
12113;5235;4
5787;1053;4
14095;1992;4
13682;3065;4
7822;669;4
1089;9664;4
325;1295;4
4523;6092;4
3492;1801;4
8485;4700;4
7430;7424;4
5761;6858;4
9251;9962;4
5947;1636;4
8317;1649;4
3101;2338;4
1988;1938;4
6905;9725;4
2500;2430;4
11329;3595;4
859;849;4
263;3122;4
10601;6155;4
9307;8042;4
8132;3588;4
3259;3283;4
1046;4542;4
10175;545;4
10955;1715;4
1563;1501;4
4473;4429;4
4982;9512;4
2138;4121;4
10910;6426;4
1138;4151;4
1828;5956;4
2767;2705;4
1095;764;4
1490;6180;4
8645;9154;4
9513;9752;4
2405;946;4
3162;2531;4
7713;7737;4
11165;11174;4
7266;12376;4
993;1771;4
3597;7327;4
7026;11041;4
2062;335;4
13400;6743;4
4425;4409;4
2186;609;4
9850;2612;4
4346;4609;4
1986;3271;4
171;182;4
3527;8692;4
2760;5775;4
1007;355;4
1682;9075;4
5706;6016;4
3844;5652;4
7098;6522;4
1057;764;4
2328;3525;4
10791;8260;4
5665;7059;4
5440;6833;4
7877;5958;4
7950;47;4
809;831;4
4332;5427;4
4458;1595;4
119;2082;4
11160;11141;4
2453;5978;4
4973;13163;4
9513;9828;4
2325;3698;4
688;3146;4
10446;3409;4
2144;2120;4
2216;2274;4
8365;11280;4
2163;2182;4
5048;4522;4
669;4490;4
7899;7900;4
8013;3937;4
9761;2701;4
3755;9532;4
5496;5491;4
6889;959;4
2437;2222;4
10198;9768;4
14749;14704;4
9620;5572;4
4164;4157;4
2869;167;4
3410;10467;4
6777;10714;4
5405;7959;4
5483;5471;4
2414;2418;4
3648;3690;4
1384;2935;4
10414;10454;4
9028;9058;4
704;368;4
1053;704;4
5911;5995;4
3814;4544;4
5735;5799;4
4627;6807;4
10048;4351;4
11308;11562;4
6777;222;4
860;8604;4
10352;855;4
2292;3526;4
11140;11108;4
6829;4316;4
9586;9963;4
7825;7801;4
12233;7427;4
2062;2281;4
12553;10767;4
14022;14014;4
2759;950;4
2033;7064;4
1805;1807;4
4337;4689;4
7369;1673;4
4366;4370;4
1714;12318;4
366;1007;4
9906;8024;4
3249;3209;4
6431;10515;4
328;733;4
3016;4734;4
2489;4287;4
119;524;4
4324;4322;4
7346;1769;4
1892;3302;4
6927;6981;4
4543;7373;4
10398;5538;4
5956;9364;4
3195;221;4
3173;4112;4
2886;6823;4
7136;7624;4
6848;6001;4
5483;4059;4
10418;10482;4
334;344;4
2967;3754;4
1387;3571;4
13560;7902;4
1021;749;4
4732;4168;4
969;5438;4
11138;11130;4
9676;9622;4
4371;4364;4
4707;556;4
1031;730;4
816;2269;4
8165;2581;4
1077;4546;4
8947;999;4
4884;4299;4
8571;8582;4
3657;536;4
5953;1008;4
6836;5771;4
10407;10494;4
4219;5092;4
5127;5150;4
5850;9383;4
2358;1580;4
11353;15122;4
8824;5770;4
587;584;4
12377;10440;4
4638;1890;4
2212;2405;4
9302;8234;4
8509;3078;4
4546;5094;4
3897;7555;4
8721;2138;4
11386;11339;4
5071;11895;4
13264;12021;4
9619;9654;4
4466;4418;4
7796;7392;4
10480;10415;4
5002;2207;4
6524;7195;4
3982;1888;4
6878;324;4
11579;6719;4
2551;2503;4
4333;1740;4
4421;4035;4
8097;8025;4
8323;8587;4
4919;4656;4
5799;5731;4
1253;1279;4
355;1038;4
9659;9665;4
9690;8824;4
13492;13442;4
6830;6069;4
5935;5977;4
12144;8359;4
4791;8371;4
766;355;4
2463;2465;4
14390;14325;4
4319;8961;4
12526;12584;4
3654;3578;4
8998;10347;4
8614;6474;4
4243;4211;4
5743;7766;4
3619;11701;4
7606;4468;4
6127;6365;4
5957;8165;4
5464;1587;4
7308;8566;4
3657;3686;4
5692;581;4
2172;2150;4
3702;5119;4
1637;2541;4
2988;744;4
845;837;4
1801;3940;4
12780;3662;4
4784;557;4
937;3762;4
3572;4903;4
1328;911;4
2538;2515;4
9971;9928;4
721;1465;4
11871;1064;4
348;10344;4
4984;7073;4
920;3639;4
47;8653;4
6985;3453;4
10850;10805;4
681;4933;4
380;1280;4
12014;8315;4
988;2263;4
10938;7661;4
4820;10795;4
1963;5092;4
2496;2262;4
5307;4511;4
1169;1221;4
3226;3668;4
5423;9293;4
1620;379;4
3719;3702;4
10785;2437;4
2268;2249;4
727;1002;4
56;3205;4
2861;9822;4
5105;9179;4
8879;10017;4
8286;11909;4
9368;9386;4
6878;4481;4
606;7685;4
14680;14690;4
10766;10701;4
6814;6049;4
5866;3291;4
1865;6889;4
821;11206;4
1581;1287;4
8513;4554;4
5759;5740;4
14669;14646;4
2378;3662;4
9748;9906;4
11135;11130;4
3901;3908;4
11111;11178;4
11225;7191;4
12532;12544;4
5126;5120;4
14727;14716;4
7027;7015;4
9421;6947;4
3525;2404;4
1937;1960;4
760;3471;4
11224;12018;4
7796;7797;4
11191;11156;4
7358;139;4
486;2065;4
3415;2320;4
8084;6368;4
4395;6447;4
7336;3322;4
4978;2351;4
14747;14716;4
10744;2024;4
8338;7331;4
13822;13808;4
7023;2810;4
10616;10604;4
8539;7593;4
611;8901;4
11285;6385;4
5706;5800;4
6866;3544;4
7799;4249;4
2857;2378;4
9575;9951;4
1240;11803;4
4391;3089;4
4254;4281;4
6464;218;4
4466;4491;4
5913;5991;4
3930;3966;4
3575;3563;4
8917;8919;4
3275;6548;4
11438;11723;4
8320;7392;4
11140;11142;4
5486;5429;4
490;12210;4
1417;4774;4
6001;6872;4
5069;4610;4
3208;1572;4
2910;2498;4
4410;446;4
2939;951;4
2136;2162;4
4363;10253;4
6706;6716;4
6866;6469;4
5744;6814;4
9385;6114;4
3396;3359;4
3650;5560;4
3466;9798;4
7520;11796;4
1979;1920;4
910;907;4
10331;10395;4
5459;4059;4
366;1548;4
8232;5361;4
869;126;4
2143;7463;4
8690;4158;4
341;1031;4
12170;4234;4
11939;11466;4
10040;10054;4
3937;5367;4
93;6;4
1240;3615;4
6866;4607;4
1872;1448;4
7076;557;4
9683;3907;4
9921;9906;4
11880;7825;4
5560;4220;4
4178;7636;4
7192;12255;4
3405;9357;4
9035;9044;4
9679;5359;4
9955;8684;4
4673;4671;4
11207;1185;4
1611;7124;4
1840;2704;4
1808;1479;4
2868;8178;4
11331;10334;4
5479;5500;4
11842;10615;4
5491;6847;4
10054;10076;4
5299;8010;4
9764;9718;4
4978;2310;4
4336;4346;4
3365;5048;4
12544;12559;4
5044;5238;4
10467;10472;4
1819;1444;4
4916;4447;4
1625;430;4
9495;1423;4
10747;5610;4
1715;8030;4
4707;1955;4
8441;1677;4
1895;2798;4
1619;5491;4
12361;12317;4
4716;5204;4
217;2122;4
740;2152;4
8692;8019;4
1444;1692;4
2702;1811;4
3588;3663;4
13734;11834;4
5793;5996;4
1182;7601;4
12590;12535;4
3021;3019;4
2427;4086;4
272;2992;4
334;760;4
6794;6709;4
13819;7118;4
5314;3839;4
10482;10425;4
6881;3665;4
9935;5612;4
375;8529;4
3999;2651;4
5216;7638;4
7677;5209;4
860;2392;4
352;3147;4
5328;10432;4
6023;5421;4
11766;9623;4
5226;5295;4
9679;5572;4
5460;3572;4
690;2197;4
9091;9097;4
5769;6096;4
2002;1191;4
5742;5719;4
5074;3442;4
2503;10037;4
10702;10704;4
11880;8574;4
8427;11680;4
2595;2601;4
2119;2137;4
1916;1966;4
14023;6981;4
1024;1509;4
4737;9385;4
8010;1218;4
2651;1493;4
650;276;4
11059;3178;4
10261;7477;4
274;670;4
3439;9634;4
9540;13264;4
10253;8006;4
8047;18;4
10756;10780;4
1617;4069;4
4034;4361;4
264;1866;4
679;289;4
10046;3902;4
6892;4451;4
7832;8365;4
2503;5696;4
1313;1398;4
241;6053;4
3348;3316;4
2844;4433;4
3329;2392;4
14096;14021;4
700;4670;4
2258;139;4
10727;10720;4
1829;7451;4
4008;4026;4
4157;7864;4
3616;9752;4
12002;10989;4
2035;4416;4
582;10764;4
735;1930;4
7195;7392;4
525;8672;4
10416;10483;4
11176;11191;4
2438;2436;4
998;311;4
4816;6286;4
9522;9539;4
5974;5999;4
864;886;4
2869;5278;4
5002;7153;4
2145;2136;4
8983;8928;4
9890;9159;4
6658;12328;4
4309;5410;4
6809;6049;4
12532;8194;4
10190;5226;4
10684;3992;4
3572;3584;4
1002;774;4
5944;5994;4
3536;2437;4
2759;997;4
11276;1831;4
556;521;4
603;724;4
2249;2226;4
5055;4295;4
4072;7039;4
11842;2333;4
12530;12596;4
2440;2470;4
3477;760;4
47;7902;4
3554;2935;4
4796;4692;4
5711;5995;4
4874;2645;4
863;7679;4
1394;2959;4
3317;12555;4
120;3638;4
1528;10460;4
6438;6899;4
3493;2488;4
5426;5423;4
3233;5356;4
1085;316;4
91;866;4
6027;3404;4
10718;10731;4
9846;9121;4
7846;1138;4
4269;4689;4
9317;7253;4
13253;9805;4
12586;12574;4
7465;3695;4
7001;5942;4
3184;4988;4
3716;1728;4
237;1670;4
486;2534;4
2199;286;4
6256;3573;4
11276;3322;4
8213;7508;4
3104;1645;4
5375;1638;4
10802;6548;4
313;1051;4
4364;7679;4
14767;14708;4
6365;2811;4
14770;14795;4
332;3447;4
6889;6049;4
3815;3806;4
4264;4069;4
10774;10772;4
14770;14752;4
8872;8898;4
6832;5954;4
8403;1097;4
8906;8381;4
5951;5915;4
1398;2236;4
725;777;4
8579;11923;4
7613;677;4
1536;1520;4
5544;1389;4
14681;14646;4
4516;5012;4
2140;2179;4
10205;5201;4
3159;286;4
8243;5920;4
399;955;4
9649;6843;4
7268;6202;4
6725;6777;4
9676;9649;4
5361;1599;4
2241;2462;4
2500;5175;4
12437;3269;4
4304;4027;4
6256;4226;4
5589;5508;4
6310;6827;4
917;8101;4
4400;3225;4
11758;12193;4
276;232;4
177;2462;4
5769;5737;4
6350;8515;4
5942;5994;4
10796;3618;4
7331;347;4
5771;6063;4
10703;5522;4
184;6853;4
3924;1016;4
8837;2605;4
9890;5920;4
8563;6777;4
4875;13620;4
11527;9152;4
7471;7424;4
6409;4393;4
7850;1812;4
3488;170;4
2256;2214;4
10043;10034;4
14094;4421;4
1268;3152;4
10050;134;4
4453;11275;4
8227;7765;4
7809;5696;4
4869;4813;4
6915;7825;4
10181;3601;4
9864;9687;4
497;332;4
2933;2957;4
5683;4553;4
2911;4097;4
5209;2174;4
3020;9317;4
5414;5402;4
6458;5747;4
101;190;4
438;6858;4
4391;1715;4
5573;4208;4
11361;11311;4
10771;10778;4
6987;11073;4
7222;1410;4
15135;15179;4
941;2498;4
15188;8961;4
11121;11143;4
5692;5679;4
6111;1747;4
8658;6289;4
3916;1561;4
9721;6523;4
362;3483;4
5440;5734;4
4072;4034;4
2182;2075;4
3364;9252;4
383;1730;4
2851;8445;4
1162;10837;4
1747;1734;4
2262;3486;4
853;7172;4
6069;5761;4
2392;6968;4
607;280;4
1064;9171;4
6096;6864;4
6007;6073;4
11156;11132;4
4404;486;4
11180;11102;4
5980;2258;4
2987;12231;4
10832;4541;4
1458;1865;4
12578;12508;4
11275;4496;4
2326;901;4
2932;1313;4
4282;4215;4
10016;3851;4
3475;1095;4
6725;5554;4
5466;5477;4
11834;10795;4
13950;13565;4
1539;11305;4
13288;12506;4
4656;6062;4
2294;5964;4
9076;9069;4
1555;4193;4
6412;936;4
14051;14048;4
1823;1807;4
2993;6016;4
9875;9512;4
2868;3093;4
4988;1444;4
5762;5712;4
3525;1943;4
2776;1696;4
362;1035;4
2299;3548;4
10681;1715;4
8078;9294;4
7020;7997;4
7153;8225;4
2910;2916;4
4396;940;4
11129;11124;4
6870;5977;4
9466;2685;4
387;1211;4
9282;9540;4
5356;1533;4
4404;4716;4
5788;5731;4
5976;1375;4
4222;4226;4
3159;292;4
10058;1404;4
11193;11143;4
8389;13112;4
5912;2645;4
6165;6159;4
4632;3021;4
3405;6335;4
6096;5993;4
877;816;4
2973;7643;4
11171;11285;4
6197;6152;4
2531;3180;4
1265;8233;4
1699;3149;4
4969;9864;4
13899;13869;4
5978;5797;4
13642;13694;4
1272;13579;4
3524;4210;4
3937;5025;4
11142;11160;4
10423;10469;4
5530;728;4
4076;5133;4
14626;14629;4
805;3735;4
1329;6813;4
10434;10424;4
4441;4440;4
1327;10780;4
335;9389;4
10776;10762;4
5685;5653;4
8542;2970;4
4412;5761;4
680;450;4
599;13288;4
13777;13731;4
2286;774;4
8089;4395;4
7869;7827;4
2531;274;4
4230;4222;4
1434;2841;4
1987;1974;4
3547;485;4
5096;9648;4
1820;5203;4
10764;10234;4
8007;6773;4
5922;8988;4
1361;2946;4
5390;3599;4
3361;8163;4
11047;1451;4
3589;3567;4
334;1045;4
5101;7060;4
4294;4226;4
4487;12725;4
5797;5976;4
7744;7220;4
10604;8835;4
7619;7686;4
7986;592;4
5072;1689;4
2204;13235;4
10253;10644;4
6286;2458;4
187;4553;4
1122;9532;4
5865;2526;4
12963;12942;4
319;311;4
2580;2581;4
3225;1976;4
6884;6064;4
5972;5970;4
12551;6041;4
4484;7822;4
6042;6006;4
9409;1266;4
12862;14095;4
603;1462;4
9618;9650;4
6447;2625;4
7661;2124;4
2441;10667;4
420;7420;4
11726;11736;4
4239;4224;4
10727;4774;4
10944;10908;4
5529;8554;4
1734;8686;4
448;325;4
7394;7385;4
4441;9101;4
5367;4295;4
898;853;4
10713;10701;4
10778;10727;4
8228;3292;4
9922;11844;4
3666;5122;4
11160;11119;4
5653;1673;4
9359;11400;4
3223;10253;4
4816;3409;4
2982;3743;4
10799;10741;4
5997;5977;4
8323;3000;4
5002;3266;4
4449;9648;4
8353;6165;4
2120;2109;4
1041;6810;4
3332;4852;4
2358;9600;4
755;3679;4
2426;8178;4
3772;5740;4
2363;2381;4
9136;6299;4
1833;1876;4
4598;3896;4
5712;5798;4
12092;12040;4
4522;5356;4
745;738;4
75;288;4
1321;3547;4
2536;682;4
5404;1406;4
11276;9752;4
1350;867;4
1673;11400;4
11101;11190;4
9958;9592;4
15160;8961;4
5959;5941;4
5069;3522;4
1616;2786;4
8163;11803;4
7082;975;4
2538;2546;4
14642;14626;4
12248;12669;4
10812;11871;4
241;5530;4
11127;11193;4
5457;6942;4
4285;4523;4
8137;3536;4
13602;7611;4
10354;10356;4
5478;5495;4
9824;9875;4
3180;3137;4
2974;8785;4
2310;1067;4
11121;11148;4
12286;13557;4
3263;4089;4
1384;3698;4
11070;9890;4
9077;9007;4
13627;5332;4
7836;749;4
6847;5443;4
7538;9264;4
7335;274;4
1490;5056;4
5699;5624;4
243;274;4
3290;7868;4
10474;10408;4
9934;9951;4
917;4379;4
7511;7537;4
9955;7656;4
9482;2612;4
6931;8837;4
233;3295;4
11161;11109;4
1598;3963;4
4249;4217;4
3898;1646;4
9587;9542;4
8424;5031;4
10495;10448;4
4668;4628;4
7481;8505;4
12586;12539;4
2822;391;4
758;1532;4
3665;12385;4
699;633;4
269;5873;4
2773;997;4
6832;5966;4
2545;1300;4
12947;6864;4
4357;2130;4
5005;8398;4
4840;4869;4
2784;3071;4
4647;2596;4
2537;9268;4
5992;58;4
3873;3961;4
4252;4218;4
10439;12950;4
1668;1712;4
8317;10446;4
5681;1491;4
2349;13562;4
3193;2197;4
5544;10313;4
4308;4712;4
211;2973;4
5393;2412;4
288;3695;4
12730;12746;4
7641;11963;4
6718;979;4
4617;4696;4
8702;8759;4
5771;10569;4
1800;229;4
4059;4007;4
9258;1769;4
9002;9074;4
1157;2803;4
3226;5808;4
9907;9917;4
11174;11130;4
11041;6251;4
7710;3194;4
2594;2511;4
364;9042;4
72;2082;4
11191;11175;4
6205;10083;4
2548;5201;4
2272;5100;4
8739;3370;4
7471;7496;4
4260;3260;4
3921;6807;4
394;1341;4
126;912;4
1214;1209;4
758;1043;4
10419;10428;4
1572;4554;4
7712;8777;4
4347;4397;4
1740;15126;4
1352;4735;4
3919;7318;4
2928;3536;4
10422;10405;4
2895;11253;4
1333;1376;4
3529;2242;4
10353;281;4
1077;8239;4
2769;910;4
4554;5356;4
1321;2797;4
11973;7004;4
3540;3567;4
11759;11718;4
7917;5405;4
2518;2067;4
11537;10525;4
6572;1452;4
3963;1528;4
7645;1533;4
13792;13800;4
773;5112;4
5477;5486;4
6143;12069;4
141;2000;4
5769;13462;4
1476;2560;4
199;3187;4
6469;6809;4
2996;9279;4
11721;11746;4
694;3218;4
5025;2848;4
735;7869;4
374;2700;4
10762;2345;4
11119;11150;4
4212;5008;4
7341;1225;4
539;538;4
9523;3902;4
4082;9238;4
2924;2263;4
1826;11676;4
1138;3880;4
1613;1053;4
4078;4013;4
5995;5920;4
6749;10303;4
4823;4870;4
4314;2260;4
2033;10322;4
12443;8562;4
4650;4640;4
763;3444;4
7879;906;4
2728;8017;4
8988;8943;4
5416;5467;4
5447;5489;4
11148;11189;4
11141;11191;4
10481;10412;4
3021;3063;4
9263;4827;4
2378;2817;4
8960;1008;4
1410;4572;4
10819;9380;4
6177;362;4
246;3195;4
10795;10778;4
2062;7910;4
5706;5746;4
876;6531;4
12151;12103;4
10796;10731;4
10719;2000;4
2136;2114;4
10384;10377;4
5027;1386;4
10743;332;4
7540;6080;4
5084;5420;4
8105;2723;4
2945;1434;4
1697;5396;4
5707;4814;4
12248;6923;4
3290;9687;4
4090;4017;4
3361;7825;4
3117;274;4
4893;4815;4
7600;5396;4
10713;10772;4
3498;3432;4
9642;300;4
4584;10017;4
631;666;4
1643;4551;4
9816;2068;4
11871;10778;4
6600;6802;4
8050;5212;4
5590;5579;4
6872;959;4
10827;2387;4
3937;4632;4
5111;2994;4
8824;9628;4
12902;12939;4
2396;2370;4
2802;1504;4
2780;2400;4
3278;5584;4
2295;1347;4
11099;3206;4
9942;9769;4
2323;7754;4
6013;8165;4
2728;272;4
5719;5717;4
1325;8546;4
5978;5718;4
8860;802;4
939;1396;4
11188;11137;4
9280;8030;4
4617;4671;4
10899;10814;4
13833;8358;4
799;330;4
2717;6872;4
8798;8759;4
6135;6116;4
6004;4945;4
8796;9028;4
11435;11434;4
8007;12452;4
5409;5435;4
8406;10702;4
15113;15179;4
11881;1351;4
683;7149;4
4903;2848;4
5232;9166;4
7364;11251;4
4253;4251;4
9000;8931;4
1072;315;4
8348;4972;4
2274;926;4
10403;6060;4
14793;14796;4
10704;10701;4
6830;1884;4
3024;1162;4
2182;4248;4
2264;2291;4
5463;4059;4
7384;4047;4
1020;11719;4
2954;2984;4
1953;1977;4
14020;14042;4
3159;3174;4
4542;4656;4
12594;9171;4
9082;120;4
937;2537;4
6060;6014;4
1987;1920;4
871;7862;4
5279;4779;4
5356;4285;4
660;9427;4
4297;4251;4
3178;4876;4
10772;10753;4
1078;6097;4
1568;11214;4
14725;14759;4
9392;9373;4
888;881;4
10568;14044;4
10315;8901;4
5482;3950;4
2288;4248;4
5459;5445;4
3169;2906;4
9271;1505;4
5788;6839;4
7834;5027;4
9441;7620;4
2773;6885;4
199;1273;4
3642;7463;4
2994;2958;4
7740;3024;4
6962;1063;4
8273;7069;4
11599;3405;4
7551;9229;4
6565;8350;4
10310;10203;4
7810;211;4
1470;3977;4
2573;1503;4
3711;494;4
7302;7361;4
4260;2425;4
11225;435;4
5964;6064;4
5708;5912;4
3471;1734;4
9692;6850;4
5789;7318;4
10685;11450;4
1337;8246;4
4205;3670;4
1262;3127;4
4153;857;4
11450;5002;4
3488;3467;4
11114;11174;4
14750;14728;4
11756;11744;4
5909;5951;4
9561;10365;4
3615;12586;4
6827;6064;4
5383;7679;4
3423;3486;4
3638;1;4
10446;1987;4
10776;10751;4
2614;1417;4
10348;10354;4
6857;191;4
8102;2030;4
11150;11151;4
3436;2437;4
9924;10000;4
4400;2256;4
3957;12950;4
7851;1819;4
2966;5513;4
9987;4895;4
6475;1315;4
9676;9640;4
4042;4078;4
898;891;4
11111;11139;4
8243;1850;4
12284;9321;4
11120;11189;4
9684;300;4
529;6475;4
10960;9300;4
4239;4201;4
1232;1268;4
1955;11284;4
11106;11131;4
6068;6046;4
5071;7979;4
4082;5009;4
603;4993;4
6884;5993;4
5977;6897;4
3278;9466;4
11188;11106;4
12986;12927;4
606;2576;4
10371;6678;4
4668;4607;4
2226;3597;4
8270;2719;4
1163;1109;4
690;1023;4
4798;7868;4
432;3466;4
415;440;4
2700;1528;4
7798;8355;4
4609;1617;4
5791;5799;4
269;6783;4
360;751;4
4580;8912;4
5112;750;4
3275;7909;4
7163;3154;4
9682;4451;4
2191;8959;4
7709;7746;4
3639;977;4
8270;1955;4
5740;5719;4
4513;12233;4
4255;3527;4
3214;8808;4
232;468;4
4854;4897;4
841;10651;4
8775;7813;4
8553;8988;4
1639;1678;4
3432;1283;4
11139;11103;4
2035;14077;4
6050;6032;4
7034;7061;4
7796;7735;4
2062;3517;4
6368;293;4
3030;11126;4
4184;2443;4
3670;3861;4
8368;1528;4
1338;3590;4
8722;3858;4
6758;1138;4
5876;1389;4
10016;4689;4
8956;8987;4
1808;1498;4
977;1321;4
6810;1613;4
957;1381;4
9623;2563;4
1383;8679;4
381;1029;4
4124;4134;4
1598;5467;4
3547;2467;4
3794;7136;4
4346;4088;4
9828;8004;4
5414;4316;4
3466;9902;4
1762;1138;4
5351;5325;4
11193;11158;4
2765;9951;4
12440;1178;4
1146;1128;4
607;208;4
4628;4618;4
4200;7034;4
1752;1143;4
4237;4230;4
1322;2939;4
3631;13364;4
10492;10433;4
10431;10480;4
839;1994;4
4007;4009;4
11773;11781;4
4990;997;4
3286;6441;4
8552;7700;4
3317;12326;4
885;807;4
3729;3712;4
9791;9922;4
10357;10313;4
3764;3744;4
2234;3508;4
5482;3855;4
3819;6363;4
9493;3963;4
937;802;4
7499;7170;4
7076;4689;4
7719;7741;4
11613;12916;4
2082;190;4
4939;4919;4
2489;2409;4
4927;4611;4
6831;6813;4
6062;293;4
2655;1587;4
5538;7162;4
10798;12540;4
2697;2286;4
363;3461;4
5806;5817;4
5626;5656;4
3645;3675;4
9997;10394;4
4016;4872;4
2214;9707;4
10742;10741;4
2123;3405;4
741;9653;4
5486;5451;4
833;2575;4
374;3947;4
5122;309;4
778;1002;4
4358;4347;4
8950;8984;4
437;7242;4
968;3880;4
5016;2744;4
2117;6522;4
5966;6880;4
9078;9099;4
6114;10095;4
9453;9434;4
6047;1000;4
1843;4348;4
5956;7864;4
3439;9601;4
9410;9473;4
10697;10253;4
5495;5402;4
1970;1992;4
3278;1940;4
10261;12173;4
1289;1264;4
2108;2532;4
3107;870;4
324;6898;4
9749;919;4
10955;213;4
560;10439;4
13549;9252;4
7779;7741;4
1428;6931;4
3413;11794;4
1602;1625;4
5989;1250;4
11593;4070;4
3784;5071;4
4854;2802;4
1413;6940;4
1247;1236;4
1322;2941;4
7950;7881;4
5991;11876;4
10762;6729;4
622;4329;4
1632;595;4
1033;456;4
12563;12578;4
14728;14782;4
8025;11011;4
7949;8106;4
3798;5253;4
3940;1046;4
6458;9862;4
6810;5819;4
210;3380;4
1258;1528;4
2506;2577;4
393;283;4
5010;5079;4
10716;10709;4
7831;8963;4
10701;10737;4
6052;5787;4
3495;3401;4
2534;6878;4
3506;9002;4
4978;6456;4
9068;1325;4
5509;8068;4
5841;4404;4
8117;13937;4
8945;8931;4
721;381;4
2062;11225;4
5351;5308;4
